ZCTA,Mean Household Income
07960,147146
07961,No Data
07970,420163
07974,169613
07976,235764
07977,118014
07979,228057
07980,145355
07981,120253
08001,83774
08002,86773
08003,140837
08004,84469
08005,79392
08006,87903
08007,72757
08008,120135
08009,90706
08010,68096
08011,126600
08012,79193
08014,80039
08015,71554
08016,84931
08019,97872
08020,104538
08021,62593
08022,114408
08023,55463
08026,100621
08027,82802
08028,78151
08029,74667
08030,64553
08031,61602
08033,143660
08034,106079
08035,107709
08036,112963
08037,80209
08038,77117
08039,73409
08041,123895
08042,76512
08043,106083
08045,68705
08046,77861
08048,106768
08049,65178
08050,88587
08051,82449
08052,67578
08053,111778
08054,110186
08055,135935
08056,142034
08057,179752
08059,81087
08060,97318
08061,123700
08062,142418
08063,72210
08064,No Data
08065,75712
08066,57466
08067,91404
08068,73099
08069,58114
08070,72414
08071,80753
08072,86912
08073,130935
08074,No Data
08075,91791
08077,107365
08078,68595
08079,60857
08080,110128
08081,89791
08083,75536
08084,78324
08085,114214
08086,83981
08087,73132
08088,94934
08089,75911
08090,91485
08091,74341
08092,86256
08093,67274
08094,83840
08095,48826
08096,81394
08097,87872
08098,95112
08102,33638
08103,40830
08104,32641
08105,43210
08106,82931
08107,70867
08108,88003
08109,84831
08110,63328
08201,72905
08202,132917
08203,79090
08204,71967
08205,76453
08210,84766
08212,72674
08215,72810
08217,No Data
08221,112449
08223,81867
08224,67917
08225,89165
08226,87807
08230,91766
08232,51916
08234,85042
08240,No Data
08241,129933
08242,68750
08243,92709
08244,63103
08246,100890
08247,132661
08248,260000
08251,56570
08260,64457
08270,75194
08302,63029
08310,53194
08311,72869
08312,80853
08314,62850
08316,56998
08317,89655
08318,83704
08319,88533
08320,No Data
08321,43424
08322,93342
08323,79857
08324,72076
08326,77580
08327,66505
08328,64759
08329,58847
08330,72678
08332,65212
08340,97513
08341,49486
08343,98450
08344,76741
08345,53206
08346,47125
08348,38301
08349,59591
08350,95061
08352,67866
08353,78981
08360,60170
08361,87023
08401,43111
08402,99070
08403,130395
08406,72119
08501,124796
08502,187883
08505,99482
08510,143114
08511,94907
08512,119541
08514,111560
08515,136500
08518,81026
08520,103709
08525,159699
08527,99743
08528,92402
08530,117472
08533,93451
08534,182944
08535,188315
08536,112412
08540,177669
08542,114079
08550,213554
08551,153452
08553,131168
08554,81733
08555,86657
08558,208714
08559,152297
08560,165035
08561,No Data
08562,78823
08608,22532
08609,41152
08610,70472
08611,50603
08618,56622
08619,82276
08620,97937
08628,96297
08629,60373
08638,67444
08640,71470
08641,59863
08648,102373
08690,110006
08691,138413
08701,56352
08720,129304
08721,86425
08722,89889
08723,80623
08724,88285
08730,143382
08731,80515
08732,98636
08733,70128
08734,100956
08735,92436
08736,138532
08738,177001
08740,73194
08741,89375
08742,103132
08750,166506
08751,51464
08752,84279
08753,92240
08755,92867
08757,49858
08758,80035
08759,49833
08801,131681
08802,140495
08804,109793
08805,92262
08807,137790
08808,No Data
08809,118366
08810,138714
08812,122340
08816,120235
08817,96709
08820,139740
08821,218836
08822,123830
08823,111811
08824,138840
08825,110794
08826,126016
08827,121692
08828,86995
08829,115676
08830,95563
08831,103032
08832,52662
08833,194647
08835,74384
08836,178811
08837,91047
08840,128220
08844,135877
08846,95056
08848,117555
08850,112505
08852,117360
08853,134183
08854,103551
08857,102980
08858,127078
08859,96463
08861,58934
08863,89968
08865,69872
08867,159767
08869,93924
08872,89115
08873,103662
08876,109889
08879,86434
08880,87092
08882,77610
08884,86225
08886,125592
08887,82678
08889,162595
08890,No Data
08901,52414
08902,95126
08904,95999
10001,151316
10002,60564
10003,156983
10004,181042
10005,175864
10006,161202
10007,430777
10009,86010
10010,150684
10011,193307
10012,141594
10013,220757
10014,175237
10016,152088
10017,161962
10018,141782
10019,137685
10020,No Data
10021,204533
10022,221140
10023,185157
10024,195208
10025,120674
10026,76406
10027,70220
10028,203702
10029,60941
10030,52572
10031,56188
10032,49670
10033,65125
10034,58725
10035,46813
10036,113730
10037,48731
10038,121805
10039,46959
10040,62395
10044,112172
10065,202954
10069,231506
10075,200745
10103,No Data
10110,No Data
10111,No Data
10112,No Data
10115,No Data
10119,No Data
10128,176612
10152,No Data
10153,No Data
10154,No Data
10162,203197
10165,No Data
10167,No Data
10168,No Data
10169,No Data
10170,No Data
10171,No Data
10172,No Data
10173,No Data
10174,No Data
10177,No Data
10199,No Data
10271,No Data
10278,No Data
10279,No Data
10280,182441
10282,316718
10301,76813
10302,68842
10303,67301
10304,79892
10305,83184
10306,94614
10307,104973
10308,101261
10309,111477
10310,78919
10311,No Data
10312,103272
10314,94547
10451,39062
10452,35555
10453,33985
10454,31670
10455,33128
10456,34536
10457,36013
10458,37866
10459,36133
10460,34899
10461,69608
10462,55313
10463,77506
10464,90265
10465,82114
10466,55669
10467,47788
10468,43225
10469,69954
10470,70004
10471,100733
10472,43989
10473,53120
10474,34096
10475,59944
10501,173586
10502,176702
10503,154375
10504,355738
10505,193760
10506,264879
10507,142673
10509,117288
10510,216927
10511,141286
10512,111839
10514,304258
10516,112768
10517,109387
10518,235477
10519,99723
10520,138197
10522,151227
10523,103620
10524,158196
10526,190415
10527,190161
10528,163647
10530,124906
10532,133750
10533,240020
10535,80173
10536,225410
10537,91469
10538,237808
10541,122244
10543,137337
10545,No Data
10546,161569
10547,98364
10548,108345
10549,146694
10550,53175
10552,90086
10553,72827
10560,188120
10562,107472
10566,75559
10567,141518
10570,178893
10573,109344
10576,251174
10577,357440
10578,113313
10579,126610
10580,283309
10583,263267
10588,86658
10589,142585
10590,186941
10591,120474
10594,137943
10595,130035
10596,67969
10597,332024
10598,132680
10601,114841
10603,116418
10604,143435
10605,149581
10606,104959
10607,169938
10701,64071
10703,73221
10704,81682
10705,66664
10706,170432
10707,127221
10708,157867
10709,133649
10710,98519
10801,79189
10803,231306
10804,227019
10805,72611
10901,115670
10910,No Data
10911,No Data
10913,150620
10914,135708
10915,No Data
10916,118141
10917,126733
10918,100891
10919,105027
10920,118215
10921,91748
10922,98746
10923,103084
10924,105360
10925,95495
10926,83639
10927,83027
10928,77695
10930,131975
10931,92846
10932,No Data
10933,86687
10940,72680
10941,83154
10950,92539
10952,78931
10953,106129
10954,108607
10956,145356
10958,101085
10960,113866
10962,121325
10963,80691
10964,148789
10965,116580
10968,142057
10969,109759
10970,101194
10973,104072
10974,108768
10975,123299
10976,78082
10977,83539
10979,69671
10980,114288
10983,140795
10984,127317
10985,No Data
10986,141808
10987,125719
10988,73196
10989,113249
10990,114440
10992,97455
10993,82429
10994,138781
10996,125064
10998,105913
11001,119250
11003,100315
11004,95851
11005,92034
11010,105355
11020,186934
11021,140662
11023,148945
11024,153903
11030,253666
11040,120751
11042,No Data
11050,167050
11096,65007
11101,73313
11102,68309
11103,72396
11104,71040
11105,75740
11106,68551
11109,164048
11201,151787
11203,60629
11204,63616
11205,73083
11206,47277
11207,45940
11208,45934
11209,84945
11210,75085
11211,77466
11212,40233
11213,47297
11214,62934
11215,139886
11216,63003
11217,120590
11218,72945
11219,51454
11220,53315
11221,53275
11222,80886
11223,61705
11224,47290
11225,59118
11226,55874
11228,86920
11229,70010
11230,66750
11231,118321
11232,59324
11233,49486
11234,85437
11235,67317
11236,73164
11237,57515
11238,89269
11239,38019
11351,No Data
11354,63883
11355,56359
11356,73994
11357,91409
11358,82641
11359,No Data
11360,99142
11361,92549
11362,94462
11363,124271
11364,86922
11365,74919
11366,93798
11367,72653
11368,56401
11369,67335
11370,69161
11371,No Data
11372,62444
11373,65470
11374,68255
11375,94340
11377,63387
11378,69886
11379,84041
11385,66944
11411,93666
11412,80823
11413,91263
11414,90543
11415,80185
11416,73653
11417,77103
11418,72887
11419,68973
11420,76420
11421,78375
11422,92001
11423,78204
11424,No Data
11425,No Data
11426,96119
11427,85937
11428,77377
11429,83725
11430,No Data
11432,67770
11433,58601
11434,70272
11435,65791
11436,74994
11451,No Data
11501,99680
11507,133711
11509,201167
11510,108651
11514,114350
11516,124582
11518,118293
11520,85418
11530,193299
11542,99030
11545,223377
11547,104955
11548,131822
11549,No Data
11550,70450
11552,117036
11553,86485
11554,110122
11556,No Data
11557,171026
11558,90064
11559,197038
11560,184171
11561,111175
11563,106448
11565,129325
11566,150430
11568,319164
11569,150132
11570,142510
11572,116228
11575,75229
11576,220316
11577,166223
11579,131725
11580,105073
11581,115925
11590,110386
11596,139520
11598,177690
11691,56999
11692,58042
11693,62443
11694,95102
11697,100398
11701,84100
11702,118000
11703,97978
11704,94076
11705,121614
11706,90784
11709,120158
11710,125175
11713,92337
11714,105570
11715,111481
11716,96824
11717,80010
11718,159834
11719,120217
11720,105113
11721,145745
11722,76865
11724,244074
11725,131497
11726,84300
11727,91342
11729,97673
11730,126647
11731,124012
11732,154030
11733,169355
11735,104889
11738,109821
11739,138413
11740,124339
11741,111669
11742,105850
11743,166567
11746,130832
11747,162162
11749,107064
11751,118177
11752,109277
11753,207423
11754,119974
11755,114057
11756,111544
11757,93155
11758,124630
11762,127055
11763,93497
11764,129911
11765,347057
11766,130853
11767,126393
11768,151399
11769,104776
11770,103779
11771,201447
11772,80637
11776,103422
11777,140198
11778,102252
11779,95879
11780,142945
11782,125671
11783,118764
11784,92906
11786,141595
11787,130222
11788,116717
11789,98474
11790,160213
11791,202190
11792,130467
11793,136669
11794,No Data
11795,124466
11796,113825
11797,225776
11798,84874
11801,110464
11803,145375
11804,141004
11901,71443
11930,131475
11931,No Data
11932,134393
11933,82955
11934,94919
11935,105911
11937,126382
11939,93696
11940,107584
11941,108396
11942,113066
11944,89930
11946,87768
11947,70804
11948,150261
11949,116541
11950,77115
11951,73124
11952,96106
11953,76663
11954,92260
11955,77225
11956,92058
11957,104500
11958,165695
11959,127867
11960,107388
11961,78195
11962,242884
11963,143338
11964,144795
11965,126097
11967,86994
11968,139796
11970,105523
11971,117223
11972,112724
11973,No Data
11975,133924
11976,175446
11977,122678
11978,129491
11980,98192
12007,No Data
12008,88112
12009,98246
12010,58786
12015,73834
12017,79072
12018,93472
12019,102526
12020,83836
12022,67990
12023,76287
12024,No Data
12025,71128
12027,102139
12028,87060
12029,87216
12031,55271
12032,57790
12033,95932
12035,49186
12036,42459
12037,82378
12040,60067
12041,69521
12042,43066
12043,65383
12045,49120
12046,76802
12047,64362
12051,73540
12052,79686
12053,94456
12054,116410
12056,102899
12057,61473
12058,69684
12059,92317
12060,94598
12061,98918
12062,78127
12063,151112
12064,45534
12065,99374
12066,71411
12067,83359
12068,60162
12069,66597
12070,73215
12071,64243
12072,61858
12074,96154
12075,79537
12076,62253
12077,102558
12078,51473
12083,71536
12084,88120
12085,56699
12086,75448
12087,62146
12089,63843
12090,59919
12092,55634
12093,61019
12094,78544
12095,61824
12106,89322
12108,71530
12110,91275
12115,178668
12116,55552
12117,60468
12118,74691
12120,82331
12121,71779
12122,54977
12123,75314
12124,114206
12125,57518
12130,80802
12131,56393
12132,54064
12134,61159
12136,147584
12137,71062
12138,68300
12139,64033
12140,79426
12143,64245
12144,74655
12147,62029
12148,106911
12149,59499
12150,72707
12151,86614
12153,83790
12154,86967
12155,51970
12156,81450
12157,76945
12158,87848
12159,137066
12160,70547
12161,71785
12164,68084
12165,103553
12166,59725
12167,58283
12168,69999
12169,64599
12170,74077
12172,43673
12173,76668
12174,83306
12175,58206
12176,71689
12177,91647
12180,63878
12182,56759
12183,60575
12184,101947
12185,84112
12186,101210
12187,63917
12188,82665
12189,61202
12190,54782
12192,81072
12193,87940
12194,54263
12195,51786
12196,105176
12197,65127
12198,93097
12202,38945
12203,67981
12204,70348
12205,75307
12206,42427
12207,19227
12208,70284
12209,68578
12210,54780
12211,118435
12222,No Data
12302,77305
12303,79498
12304,56687
12305,41780
12306,70595
12307,29789
12308,55765
12309,107829
12401,61041
12404,131343
12405,51033
12406,76414
12407,78749
12409,91007
12410,72865
12411,64560
12412,70611
12413,53021
12414,62808
12416,27641
12417,65271
12418,78366
12419,60771
12420,87187
12421,59130
12422,47916
12423,62877
12424,54681
12427,90180
12428,58613
12429,142900
12430,53754
12431,68547
12432,71494
12433,157121
12434,36868
12435,58831
12436,76416
12438,102758
12439,43803
12440,67588
12441,109629
12442,66127
12443,96457
12444,42671
12446,74280
12448,104574
12449,59758
12450,21744
12451,61111
12452,47411
12453,111920
12454,64062
12455,53307
12456,51519
12457,74929
12458,63008
12459,81075
12460,55678
12461,90021
12463,57249
12464,77652
12465,129968
12466,77774
12468,56402
12469,63212
12470,42664
12471,48287
12472,59925
12473,112855
12474,58622
12475,67573
12477,80050
12480,57340
12481,67256
12482,44165
12483,64211
12484,88195
12485,46105
12486,85317
12487,83778
12489,59549
12490,No Data
12491,72599
12492,57262
12493,79631
12494,67453
12495,81568
12496,68907
12498,108049
12501,100340
12502,77663
12503,90629
12504,52512
12507,72593
12508,76329
12512,153446
12513,70653
12514,108321
12515,72163
12516,88438
12517,76498
12518,99184
12520,121028
12521,79567
12522,67076
12523,80246
12524,88400
12525,91088
12526,80504
12527,142800
12528,78948
12529,98205
12530,No Data
12531,113732
12533,121345
12534,63942
12538,81994
12540,116249
12542,71817
12543,72683
12545,93928
12546,73910
12547,87714
12548,65557
12549,100660
12550,72727
12553,85405
12561,86972
12563,90876
12564,115374
12565,61186
12566,94249
12567,91295
12569,96733
12570,120769
12571,91682
12572,112272
12574,95787
12575,126754
12577,96427
12578,99480
12580,102268
12581,99828
12582,116443
12583,73377
12585,125650
12586,78466
12589,91597
12590,92013
12592,73309
12594,83286
12601,60801
12603,91249
12604,No Data
12701,42450
12719,79660
12720,73930
12721,70774
12722,58445
12723,70359
12724,68498
12725,65111
12726,71595
12729,75716
12732,64422
12733,45640
12734,64725
12736,48843
12737,69365
12738,111996
12740,67434
12741,60303
12742,53203
12743,69608
12745,82911
12746,80456
12747,61511
12748,84333
12749,51774
12750,83875
12751,44172
12752,67283
12754,59316
12758,67606
12759,46767
12760,89256
12762,57339
12763,71030
12764,73210
12765,81772
12766,74122
12767,92322
12768,54117
12769,61155
12770,90549
12771,63176
12775,87736
12776,67100
12777,101975
12778,52193
12779,51336
12780,47430
12781,58357
12783,69416
12784,No Data
12785,64194
12786,38397
12787,76569
12788,63038
12789,60797
12790,58023
12791,57503
12792,64139
12801,59660
12803,67294
12804,79872
12808,80339
12809,71561
12810,61781
12811,21670
12812,90441
12814,71370
12815,68005
12816,58662
12817,64877
12819,51629
12821,38534
12822,63794
12823,61393
12824,87020
12827,66149
12828,65275
12831,88707
12832,54056
12833,75091
12834,75074
12835,57449
12836,63575
12837,54400
12838,74302
12839,56049
12841,40739
12842,54394
12843,57874
12844,108357
12845,87754
12846,67484
12847,77991
12849,79517
12850,83554
12851,61119
12852,56711
12853,48138
12855,55417
12856,51724
12857,56902
12858,140564
12859,65955
12860,53913
12861,85606
12862,No Data
12863,79198
12864,No Data
12865,58961
12866,90643
12870,60463
12871,81977
12872,17007
12873,51252
12874,88053
12878,55476
12883,61321
12884,55211
12885,63397
12886,58345
12887,52477
12901,58917
12903,62567
12910,61609
12911,No Data
12912,58706
12913,62606
12914,63893
12916,70673
12917,55765
12918,68417
12919,53390
12920,60631
12921,80012
12922,50104
12923,53775
12924,47781
12926,67509
12927,77878
12928,61853
12929,50056
12930,60000
12932,60740
12933,No Data
12934,55381
12935,70328
12936,72518
12937,52334
12939,60249
12941,104240
12942,65492
12943,58294
12944,61917
12945,93382
12946,68289
12950,53923
12952,47863
12953,61354
12955,63730
12956,73577
12957,45323
12958,46635
12959,59038
12960,66898
12961,55031
12962,86176
12964,101118
12965,40722
12966,53768
12967,53742
12969,47800
12970,50429
12972,86366
12973,52167
12974,51236
12975,63574
12976,68404
12977,No Data
12978,97885
12979,73268
12980,48170
12981,70944
12983,61559
12985,62151
12986,62906
12987,43248
12989,68755
12992,59060
12993,54827
12996,54367
12997,68820
12998,40251
13020,47397
13021,60853
13024,No Data
13026,74664
13027,83927
13028,63782
13029,74355
13030,67565
13031,85841
13032,61360
13033,68981
13034,74881
13035,94125
13036,62057
13037,70552
13039,89646
13040,55792
13041,90871
13042,57024
13044,68296
13045,58666
13051,No Data
13052,63019
13053,75339
13054,49799
13057,62308
13060,68747
13061,72989
13062,52935
13063,86872
13064,118094
13066,114356
13068,72493
13069,57854
13071,59539
13072,51831
13073,67610
13074,57632
13076,70512
13077,64668
13078,121840
13080,71668
13081,76829
13082,68394
13083,57654
13084,75239
13087,109496
13088,62741
13090,78694
13092,66718
13101,66103
13102,No Data
13103,36511
13104,126631
13108,92192
13110,80058
13111,56242
13112,77563
13113,65922
13114,63410
13115,39335
13116,71968
13117,55552
13118,62544
13120,58516
13122,63609
13123,84984
13124,50823
13126,62209
